Fecha,CPI Core,CPI Tradable,CPI Non-Tradable,CPI,CPI Non-Core,CPI Food and Energy,CPI Excluding Food and Energy,CPI Food and Beverages,CPI Excluding Food and Beverages,CPI Core Excluding Food and Beverages,CPI Imported,Wholesale Price Index,Reserve Requirement Rate,Monetary Policy Rate,Circulating Currency Seasonally Adjusted (mill S/),Net International Reserves (mill $),Real Minimum Wage (Index)
2003-10-01,0.0912669896711292,0.46073031631630795,0.5140694418614694,0.4922467512477994,1.0782106766558608,0.9165993296876994,-0.008282152101570501,0.9870348897912614,0.05029406247305404,0.031115990910652064,1.05628587917323,0.646277225940076,10.3499444005604,2.75,0.010225493786262252,0.005542214069908846,0.056953017923109694
2003-11-01,0.09284210606237259,0.4494187249330879,0.4764864941682557,0.46546244094006295,1.0093685146750684,0.8580809174658913,0.0023397418826903603,0.9092634800765306,0.06931811105043881,0.03254904332232989,1.0141460118166559,0.6152185591626744,11.6906076799113,2.5,0.011444806359083515,0.050288348774020886,-0.001674037902471004
2003-12-01,0.09429647070591898,0.43707500636568586,0.43918307438925996,0.43841329140730184,0.9401088038825081,0.7992796692032575,0.012735682787193447,0.8319094830816618,0.08747170486531246,0.033943745577926863,0.9700340647136829,0.5829565997725004,11.3911780648162,2.5,0.01660710694037637,-0.010532468004586515,-0.005607882191473457
2004-01-01,0.09561979442923497,0.42383857328872976,0.40212169666092057,0.41113760354145396,0.8705405054657122,0.7402415293636203,0.022935968309769766,0.7549266147393326,0.10486443854326753,0.035360113047140325,0.9245422350291826,0.5496418054367282,10.6340298884779,2.5,0.019489990994957074,0.03623310162470883,-0.005345743847484208
2004-02-01,0.09679518827891773,0.40985225679864895,0.3653067902291439,0.3837001605336949,0.80084285252909,0.681065091774892,0.032966941424774,0.6782928089672696,0.12163434711249958,0.036840159578595426,0.8784095669920382,0.5155016907566548,10.7182950603118,2.5,0.017002527731173833,-0.005742569142382248,-0.010744158792175718
2004-03-01,0.09782991994712048,0.39521900113879865,0.3287890218999833,0.3561724345686378,0.7311807183485451,0.6218509231794896,0.04285895791870913,0.6020291940853989,0.13788894066039709,0.03842508753474355,0.8319356144912224,0.4809057738537237,10.2072768102448,2.5,0.022076483035349703,-0.008751351310997357,-0.0045833812425245535
2004-04-01,0.09870917012892089,0.37992173051238326,0.2925074462295068,0.32850920390891675,0.661467013511901,0.5625054478803664,0.052613227632016236,0.5259535525189222,0.1536949664345244,0.04010795492787275,0.785009293850681,0.44614782466596364,10.0587013909025,2.5,0.021821669221439022,0.0057546188671246945,0.00022775261085916654
2004-05-01,0.09943518396459429,0.3638919560279191,0.2565375285792965,0.30072377727086946,0.5917281570812069,0.5030261633369197,0.062250687132988626,0.4499777371849569,0.1691488874689733,0.041881736163438564,0.7373746243312777,0.4115224744002497,10.3650488886592,2.5,0.0286226101994016,0.0336909103416525,-0.003525970710338666
2004-06-01,0.10004556568435988,0.3471232106735067,0.22128752372816526,0.2730470123739354,0.5224628998944792,0.44375733516760035,0.07185590464313632,0.3743768506027162,0.18444059091689322,0.04376530829355814,0.6886310926302223,0.3774058996636749,11.155937726367,2.5,0.012247972358272907,0.002865877565568331,-0.005606460662173629
2004-07-01,0.10058761576912705,0.3292362063042737,0.1876884377101313,0.24585689780928133,0.4545185245369948,0.38528386381735014,0.08155744074546747,0.2999177080631469,0.19961687513277454,0.04571157460480351,0.6371493953881575,0.34379031610753763,12.4785305242137,2.5,0.007970678616386895,0.018587686149079685,-0.0019273642173724959
2004-08-01,0.1008444055096165,0.30670099211112684,0.15774718769477195,0.2188472085395738,0.387545689887114,0.32761329729048433,0.09074622932423965,0.22890286721946915,0.21213161508175687,0.04710588209645751,0.5734743138462662,0.3070578729997846,11.0031447940749,2.75,0.0016424309916576174,-0.008515404381656877,9.541548256231103e-05
2004-09-01,0.10000993201654168,0.2709771345506146,0.14122123178689064,0.19431362445399228,0.32878411156841314,0.27860365874439064,0.09517807492169544,0.18055905572441883,0.20899108067702343,0.050203870410171055,0.4924868634371652,0.26270334882862895,9.79575167249491,2.75,0.03663153124516505,0.02045196985619735,-0.00016686927460762835
2004-10-01,0.09945003764709069,0.2351619352476642,0.13097720552821057,0.17343645815748548,0.27869792354472467,0.23704909005424993,0.09863061520595735,0.14428076110218452,0.2018449008086482,0.05467674520327007,0.4137156151855855,0.2199344463232215,9.93580576416647,3.0,0.022797936628174753,0.08753108179435687,0.00023752729493287106
